family,representation,backbone,regressor,fold,seeds,test_n,r2,r2_seed_std,rmse,rmse_seed_std,rmse_bu_per_acre,rmse_bu_per_acre_seed_std,mae,mae_seed_std
climate_fusion,terramind_daymet,terramind_v1_base_s2_6_prithvi_daymet_late_fusion,ebm,4,3,415,0.7732215907078074,0.00147460560750848,15.44633686738112,0.050162387806251964,15.44633686738112,0.050162387806251964,11.10067133469291,0.050502852616953385
climate_fusion,terramind_daymet,terramind_v1_base_s2_6_prithvi_daymet_late_fusion,random_forest,0,3,416,0.8073341165341441,0.0007777429280347806,15.692136822433858,0.031666542580875486,15.692136822433858,0.031666542580875486,11.713754446316761,0.02289789499033335
climate_fusion,terramind_daymet,terramind_v1_base_s2_6_prithvi_daymet_late_fusion,random_forest,1,3,415,0.8055098237541779,0.0003485045132441962,15.791331558986272,0.01414384413641608,15.791331558986272,0.01414384413641608,11.990699124403173,0.031087923170408822
climate_fusion,terramind_daymet,terramind_v1_base_s2_6_prithvi_daymet_late_fusion,random_forest,2,3,415,0.851694767463374,0.0010235880637008542,13.223263274661472,0.0456606354321578,13.223263274661472,0.0456606354321578,10.243544736201253,0.05044809979315508
climate_fusion,terramind_daymet,terramind_v1_base_s2_6_prithvi_daymet_late_fusion,random_forest,3,3,415,0.8097018500430483,0.00018404888138358626,14.906269006605775,0.0072083421229644454,14.906269006605775,0.0072083421229644454,11.511663815129914,0.005963939304481773
climate_fusion,terramind_daymet,terramind_v1_base_s2_6_prithvi_daymet_late_fusion,random_forest,4,3,415,0.7160573424194084,0.002065329109823057,17.28380650336318,0.06278780275059184,17.28380650336318,0.06278780275059184,12.707947041393458,0.017270711398383543
climate_fusion,terramind_daymet,terramind_v1_base_s2_6_prithvi_daymet_late_fusion,ridge,0,1,416,0.8650759052667751,0.0,13.131831991823955,0.0,13.131831991823955,0.0,10.095142078399656,0.0
climate_fusion,terramind_daymet,terramind_v1_base_s2_6_prithvi_daymet_late_fusion,ridge,1,1,415,0.8556270645478049,0.0,13.605452325628676,0.0,13.605452325628676,0.0,10.425537363075348,0.0
climate_fusion,terramind_daymet,terramind_v1_base_s2_6_prithvi_daymet_late_fusion,ridge,2,1,415,0.8661844168502368,0.0,12.56077228678711,0.0,12.56077228678711,0.0,9.6904151934888,0.0
climate_fusion,terramind_daymet,terramind_v1_base_s2_6_prithvi_daymet_late_fusion,ridge,3,1,415,0.8453395723327494,0.0,13.438206967150872,0.0,13.438206967150872,0.0,10.324198814300168,0.0
climate_fusion,terramind_daymet,terramind_v1_base_s2_6_prithvi_daymet_late_fusion,ridge,4,1,415,0.783728815091586,0.0,15.084338502560955,0.0,15.084338502560955,0.0,11.350863592308688,0.0
climate_fusion,terramind_daymet,terramind_v1_base_s2_6_prithvi_daymet_late_fusion,xgboost,0,3,416,0.8456748649739619,0.001906928762441899,14.043993921372069,0.0866247306508533,14.043993921372069,0.0866247306508533,10.445367154708276,0.047882633470509556
climate_fusion,terramind_daymet,terramind_v1_base_s2_6_prithvi_daymet_late_fusion,xgboost,1,3,415,0.8418109063545729,0.0029891328796159623,14.240953124828927,0.13427292984103592,14.240953124828927,0.13427292984103592,10.723237001350126,0.19085344574105834
climate_fusion,terramind_daymet,terramind_v1_base_s2_6_prithvi_daymet_late_fusion,xgboost,2,3,415,0.8862913184462401,0.001664097337751209,11.578391089056247,0.08460447942141605,11.578391089056247,0.08460447942141605,8.918601388586573,0.0652134901198973
climate_fusion,terramind_daymet,terramind_v1_base_s2_6_prithvi_daymet_late_fusion,xgboost,3,3,415,0.8448301205311987,0.0024073829432964913,13.459916953485788,0.10435917874459774,13.459916953485788,0.10435917874459774,10.165390232806224,0.034441038104974356
climate_fusion,terramind_daymet,terramind_v1_base_s2_6_prithvi_daymet_late_fusion,xgboost,4,3,415,0.7698821298441624,0.002081188065544699,15.559572441823867,0.07046757037310301,15.559572441823867,0.07046757037310301,11.287139006465312,0.05708074279008812
